0,0.15
1,0.19
2,0.22
3,0.25
4,0.41
5,0.65
6,1.01
7,1.25
8,1.55
9,1.65
10,1.73
11,1.55
12,1.21
13,1.62
14,1.65
15,1.57
16,1.35
17,1.15
18,0.65
19,0.55
20,0.35
21,0.25
22,0.21
23,0.15
